Username,Text,language,retweet_count,Time,location 
Bahram56427953,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/19b7KGi3Bc",en,25,2022-12-18 10:30:42+00:00,
sspm_workaholic,"Great discussions and interesting perspectives in Vancouver with WLF coalition, @UBC @sfu on #IranRevolution2022 with @AvaHoma @ElleToussi @soushiant @NegarMojtahedi + online w @TahirihDanesh  @GissouNia @MazJobrani @ZainabSalbi https://t.co/f9YZDBsDMN",en,46,2022-12-18 10:29:42+00:00,
Arashdormanesh,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:29:33+00:00,"Jersey City, NJ"
arhameskafi,💚🕊️❤️  For Awareness ...  💚🕊️❤️  #AmirEmadMirmirani  💚🕊️❤️  #جادی #جادی_میرمیرانی #زن_زندگی_آزادی #مهسا_امینی #womenlifefreedom #mahsa_amini #IranRevolution2022 https://t.co/AGAcx5UXLm,en,31,2022-12-18 10:28:36+00:00,No where
uswithnoborders,#SayTheirNames and be their voice…  #IbrahimRigi is in jail because he was fighting for everyone’s freedom! Freedom to live! To have a better life…  For a better future…    #MahsaAmini   #IranRevolution2022   #StopExecutionsInIran   🙏🙏🙏✌️✌️ https://t.co/TO9QVCPGaV,en,4,2022-12-18 10:28:26+00:00,
Bahram56427953,At least 65 children killed for participating in demonstrations by the Iranian regime per #NCRI | Arab News https://t.co/2VkLRTvUKg   #IranRevolution2022,en,15,2022-12-18 10:27:43+00:00,
Daryoush_So,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/19b7KGi3Bc",en,25,2022-12-18 10:27:40+00:00,"San Jose, CA"
UteInEurope,"On Monday, December 12, 2022, government forces abducted Roza Govaylyan, 18, from Sanandaj.    Her whereabouts and fate are unknown.    #JinaAmini  #Kurdistan  #IranRevolution2022 https://t.co/K44htywb7H",en,63,2022-12-18 10:27:02+00:00,Europe
Bahram56427953,"#IranRevolution2022  Borås, Sweden—Freedom-loving Iranians and @Mojahedineng supporters held a photo exhibition on December 15, supporting the ongoing protests in #Iran.  #MahsaAmini🌹https://t.co/eCKRvlL7GK",en,19,2022-12-18 10:26:45+00:00,
r4nd0m2itter,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:26:39+00:00,
Maryam23417287,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:26:09+00:00,
IAmAWomannn,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:25:41+00:00,
sunflower_chloe,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:25:36+00:00,
MarSanson,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 10:25:19+00:00,
mahdi_khazan,"This is #ArmitaAbbasi, She took part in an anti-regime protest in #Iran.Today, nobody knows where she is.say her name please until we know where she is  and how is doing! we are sad &amp; worried about her.  @UNHumanRights @CNN @BBCNews @nytimes    #IranRevolution2022   #آرمیتا_عباسی https://t.co/8p3Xx6jJ67",en,12,2022-12-18 10:25:12+00:00,
janjianazadi22,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:24:22+00:00,اعماق  گودال بحر المیت 
AnnaMahak,"#IranRevolution2022—December 17, Day 93  Ilam, W #Iran—Petrochemical employees in Tang-e Bijar launched a strike, protesting the regime's refusal to address their concerns.  #MahsaAmini🌹 https://t.co/Fjyr4EWRAD",en,11,2022-12-18 10:24:21+00:00,
surely_noface,Rereading this with #IranRevolution2022 in the backdrop. I highly recommend it. Shows role intellectuals played in selling Khomeini to the world &amp; has English translations of Foucault’s “reporting” on the Islamic Revolution 1979 in #Iran for @LeMonde_EN &amp; others.    #mahsaami̇ni̇ https://t.co/T49psXI5xo,en,27,2022-12-18 10:23:21+00:00,"Melbourne, Victoria"
BistunIrani,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/fXmGrcdol3",en,28,2022-12-18 10:23:09+00:00,
Mersede75845421,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:22:57+00:00,Iran
Nialler_58H,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:22:38+00:00,
BistunIrani,"#IranRevolution2022  Freedom-loving Iranians and @Mojahedineng supporters rallied in the Hague, the Netherlands on December 16, condemning the execution of #MajidRezaRahnavard, @4FreedominIran2 reports.  #MahsaAmini🌹https://t.co/NCAxzc4ZIs",en,16,2022-12-18 10:22:34+00:00,
bahmanparvizi11,"December 17 - Mahmoud Abad, north #Iran   Oil industry workers and employees on strike.  #IranRevolution2022  #اعتصابات_سراسری https://t.co/vLE2M6q1zR",en,48,2022-12-18 10:21:44+00:00,Germany 
RehziRehzi,"Different reports confirm there has been a prisoner uprising in #Karaj. The detainees have been protesting against the death penalty of thei cell mates. Security forces have started fire, around 100 injured and some killed. #IranRevolution2022 #StopExecutionInIran #mahsaami̇ni̇ https://t.co/eyn3NYClnd",en,1,2022-12-18 10:21:37+00:00,
KendoDodd,"This murder of an innocent is on your head #Corbyn  You took £20,000 blood money to cover up the crimes  of this evil regime  You too @USEnvoyIran-your son works for this vile regime   @corbyn_project @CorbynistaTeen #CorbynWasRight #IranRevoIution #IranProtests #IranRevolution2022 https://t.co/j9cZjlCCXo",en,1,2022-12-18 10:21:00+00:00,"England, United Kingdom"
parsia13872008,The Show [Revolution] Must Go On..  #فراخوان_٢٨_٢٩_٣٠_آذر   #اعتصابات_سراسری    #مهسا_امینی   #WomanLifeFreedom #IranRevolution2022 https://t.co/nfaQN1TgQM,en,16,2022-12-18 10:20:53+00:00,
berhem,#IranRevolution2022  The People’s Mojahedin Organization of Iran (PMOI/MEK) identified the names of 16 other martyrs of the Iranian people’s uprising on December 16.  #MahsaAmini🌹https://t.co/hV6LhB4V2U,en,9,2022-12-18 10:20:34+00:00,Land Of Karda
berhem,"#IranRevolution2022  Freedom-loving Iranians and @Mojahedineng supporters rallied in the Hague, the Netherlands on December 16, condemning the execution of #MajidRezaRahnavard, @4FreedominIran2 reports.  #MahsaAmini🌹https://t.co/NCAxzc4ZIs",en,16,2022-12-18 10:20:32+00:00,Land Of Karda
berhem,"#IranRevolution2022  We honor the memory of brave Dr. #AidaRostami killed in revenge for treating wounded protesters.  Families &amp; friends of slain protesters Ali Ruzbahani, #MohsenShekari, Hessam Ferdowsi, Nima Nouri marked them, @Maryam_Rajavi.  #MahsaAmini🌹https://t.co/BQj9GYKod0",en,21,2022-12-18 10:20:24+00:00,Land Of Karda
pyckj259ks,"Call for nationwide #strikes for 28th, 29th and 30th of Azar!  Let's make these dates count and let the I.R of Iran's and worlds hear Iranian people's voice.  This is a response to the I.R of Iran's latest executions of protesters for no reason.    #IranRevolution2022 https://t.co/GtDuEPMZ2T",en,40,2022-12-18 10:19:39+00:00,
BistunIrani,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 10:18:49+00:00,
BistunIrani,"#IranRevolution2022  Borås, Sweden—Freedom-loving Iranians and @Mojahedineng supporters held a photo exhibition on December 15, supporting the ongoing protests in #Iran.  #MahsaAmini🌹https://t.co/eCKRvlL7GK",en,19,2022-12-18 10:18:10+00:00,
BehroozSaeid,#Iran opposition PMOI/MEK has published the names of 596 people killed by the regime's security forces during #IranRevolution2022.    The names of other victims will be published following verification. Over 700 protesters have been killed as of December 17.  https://t.co/fBhNK357v9,en,33,2022-12-18 10:17:44+00:00,
Mamanelel,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:17:41+00:00,
astroastraa,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 10:17:29+00:00,🆉🅴🆃🅰 🆁🅴🆃🅸🅲🆄🅻🅰🅽
JennyHope77,"@YeOne_Rhie Thank you 🥺❤️ we were so alone for decades no one in the world cared about us all these years 😢 💔 it brings tears to my eyes when I see we aren't alone anymore ❤️ the regime slaughtered, tortured and raped us for decades...  #MahsaAmini   #IranRevolution2022",en,2,2022-12-18 10:16:27+00:00,🌍
persianbobbyboy,"WLF@:  During October 2014 in Isfihan, some local members of Basij - #IRGC militia branch - started spraying acid on the girls not wearing full #hijab. Four lost sights and their faces. None of the attackers were arrested.    https://t.co/8GVQmjFMoX    #OpIran #IranRevolution2022 https://t.co/6r7D4mOiDt",en,13,2022-12-18 10:15:10+00:00,"Victoria, Australia"
Daniela48054679,"#IranRevolution2022  The Hague, the Netherlands—Freedom-loving Iranians and @Mojahedineng supporters rallied on December 16, supporting the expulsion of #Iran's regime from @UN_CSW.  #MahsaAmini🌹https://t.co/2JnsyF4Nf7",en,12,2022-12-18 10:15:10+00:00,
nika9718,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:14:51+00:00,
michelafri,#IranRevolution2022  The People’s Mojahedin Organization of Iran (PMOI/MEK) identified the names of 16 other martyrs of the Iranian people’s uprising on December 16.  #MahsaAmini🌹https://t.co/hV6LhB4V2U,en,9,2022-12-18 10:14:41+00:00,"Paris, France"
giuliohome_2019,"Unimaginable pain! The father of #FarzinMaroufi, 22 years old, killed by the Islamic Republic’s forces on Nov 30 in Tehran, grieves with a birthday cake in his hands, dancing for his young son. Heart-wrenching. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/PYriZW3vSx",en,2355,2022-12-18 10:14:23+00:00,
El_Sol_D,@Mon4Kooyong Thank you so much for saving these lives 🙏⚘️  #IranRevolution2022   #MohsenShekari   #Majidreza_Rahnavard,en,0,2022-12-18 10:14:01+00:00,"Melbourne, Victoria, Australia"
BehroozSaeid,"December 17 - Tehran, #Iran   Protesters in Marzdaran district chanting: ""Mullahs must get lost!""  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/MO13uzWi2W",en,28,2022-12-18 10:13:33+00:00,
BehroozSaeid,"December 17 - Tehran, #Iran   Shahran district  Protesters chanting:   ""Death to the dictator!""  ""Death to Khamenei the murderer!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/TmMWeg2qZz",en,24,2022-12-18 10:13:29+00:00,
BehroozSaeid,"December 17 - Tehran, #Iran   Sarvazad district  Protesters chanting:   ""Basij, IRGC, you're our ISIS!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/4ROCA60Y8d",en,24,2022-12-18 10:13:25+00:00,
BehroozSaeid,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/fXmGrcdol3",en,28,2022-12-18 10:13:20+00:00,
BehroozSaeid,"December 18 - Tabriz, #Iran   Firefighters on strike, protesting the regime's lack of response to their demands and basic needs  #IranRevolution2022  #آزادی_آزادی_آزادی   https://t.co/CVGGivOgHO",en,27,2022-12-18 10:13:16+00:00,
BehroozSaeid,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/19b7KGi3Bc",en,25,2022-12-18 10:13:10+00:00,
Daniela48054679,"#IranRevolution2022  Freedom-loving Iranians and @Mojahedineng supporters rallied in the Hague, the Netherlands on December 16, condemning the execution of #MajidRezaRahnavard, @4FreedominIran2 reports.  #MahsaAmini🌹https://t.co/NCAxzc4ZIs",en,16,2022-12-18 10:12:29+00:00,
uswithnoborders,#SayTheirNames and be their voice…  #SaeedYaghoubi is in jail because he was fighting for everyone’s freedom! Freedom to live! To have a better life…  For a better future…    #MahsaAmini   #IranRevolution2022   #StopExecutionsInIran   🙏🙏🙏✌️✌️ https://t.co/N32reurZd0,en,0,2022-12-18 10:12:17+00:00,
RogelioGalvn2,"🚨📢#live  📣join us  📣Washington Summit | Supporting Iran Uprising for a Secular, Democratic, Non-Nuclear Republic  #Iran  #Iranprotests2022  #IranRevolution2022  #اعتراضات_سراسری  https://t.co/xdWpzjMmMQ",en,67,2022-12-18 10:12:12+00:00,
schatten_schlag,"On Monday, December 12, 2022, government forces abducted Roza Govaylyan, 18, from Sanandaj.    Her whereabouts and fate are unknown.    #JinaAmini  #Kurdistan  #IranRevolution2022 https://t.co/K44htywb7H",en,63,2022-12-18 10:11:58+00:00,
BistunIrani,"Bushehr, #Iran   Protesters target an IRGC Basij base in response to the brutal repression of demonstrations and executions of political prisoners  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر  https://t.co/19b7KGi3Bc",en,25,2022-12-18 10:11:55+00:00,
Bahram56427953,Iranian youth dies after being tortured by security forces https://t.co/6Ryn6YHnjn via @YouTube   #IranRevolution2022,en,19,2022-12-18 10:11:46+00:00,
Yazd2045,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:11:06+00:00,
sabzipolooooo,"This is #ArmitaAbbasi, She took part in an anti-regime protest in #Iran.Today, nobody knows where she is.say her name please until we know where she is  and how is doing! we are sad &amp; worried about her.  @UNHumanRights @CNN @BBCNews @nytimes    #IranRevolution2022   #آرمیتا_عباسی https://t.co/8p3Xx6jJ67",en,12,2022-12-18 10:11:01+00:00,
azajaf12,"Call for nationwide #strikes for 28th, 29th and 30th of Azar!  Let's make these dates count and let the I.R of Iran's and worlds hear Iranian people's voice.  This is a response to the I.R of Iran's latest executions of protesters for no reason.    #IranRevolution2022 https://t.co/GtDuEPMZ2T",en,40,2022-12-18 10:10:42+00:00,
namensl07585529,The Show [Revolution] Must Go On..  #فراخوان_٢٨_٢٩_٣٠_آذر   #اعتصابات_سراسری    #مهسا_امینی   #WomanLifeFreedom #IranRevolution2022 https://t.co/nfaQN1TgQM,en,16,2022-12-18 10:10:26+00:00,
whateverfits90,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:10:23+00:00,
56blackcat,"🚨📢#live  📣join us  📣Washington Summit | Supporting Iran Uprising for a Secular, Democratic, Non-Nuclear Republic  #Iran  #Iranprotests2022  #IranRevolution2022  #اعتراضات_سراسری  https://t.co/xdWpzjMmMQ",en,67,2022-12-18 10:09:32+00:00,"Northern Ireland, UK 🇬🇧 "
GolAghaomad,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:08:05+00:00,
_purplebasil,the general lack of understanding of what is grassroots is not lost on me.     #IranRevolution2022,en,7,2022-12-18 10:07:08+00:00,
saeed4_s,"Today, we also heard from the honorable @chavezlinda.  Applaud her longstanding support for #FreeIran &amp; @Maryam_Rajavi's 10-point plan for a free &amp; democratic Iranian republic.Her position has been proven valid by ongoing uprising in #Iran, #IranRevolution2022 @HouseForeignGOP https://t.co/clGHLL61Aq",en,91,2022-12-18 10:06:39+00:00,United Kingdom
ajabgirioftdim,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:05:29+00:00,
Khodsakhteh1,"@YeOne_Rhie Thank you 🥺❤️ we were so alone for decades no one in the world cared about us all these years 😢 💔 it brings tears to my eyes when I see we aren't alone anymore ❤️ the regime slaughtered, tortured and raped us for decades...  #MahsaAmini   #IranRevolution2022",en,2,2022-12-18 10:04:54+00:00,
alimalek5500,"#IranRevolution2022—December 16, Day 92  Tehran, #Iran's capital—Locals covered the grave of #MohsenShekari—a young man executed for blocking a road and injuring a member of the regime's paramilitary Basij—covered his grave with flowers.  #MahsaAmini🌹https://t.co/en9oyqQHpt",en,20,2022-12-18 10:04:31+00:00,u.k
alimalek5500,"December 16 - Zahedan, southeast #Iran   Brave women with nooses around their necks were seen protesting the regime's executions.  #IranRevolution2022  #زاهدان   https://t.co/e7WTQfvl0g",en,87,2022-12-18 10:04:21+00:00,u.k
alimalek5500,"Kermanshah, western #Iran  Locals torched a large poster of former IRGC Quds Force chief Qassem Soleimani in the city's Shahed Park  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/Il1L6mJzCN",en,50,2022-12-18 10:04:12+00:00,u.k
master00trader,"Today, we also heard from the honorable @chavezlinda.  Applaud her longstanding support for #FreeIran &amp; @Maryam_Rajavi's 10-point plan for a free &amp; democratic Iranian republic.Her position has been proven valid by ongoing uprising in #Iran, #IranRevolution2022 @HouseForeignGOP https://t.co/clGHLL61Aq",en,91,2022-12-18 10:04:00+00:00,
Forooza51138310,Iranian youth dies after being tortured by security forces https://t.co/6Ryn6YHnjn via @YouTube   #IranRevolution2022,en,19,2022-12-18 10:03:13+00:00,
Matscheerde,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:03:02+00:00,
Roya_123456,"This is #ArashRezaei, 17 yo, works to put food on the table for his family as his dad's passed.  His mother works in trash recycling, a harsh situation.  He supported #IranRevolution2022 and got arrested by the IR security forces.  #SayTheirNames   #mahsaami̇ni̇ https://t.co/3LGarlZwyG",en,13,2022-12-18 10:02:44+00:00,
BistunIrani,"#IranRevolution2022  Freedom-loving Iranians and @Mojahedineng supporters rallied in the Hague, the Netherlands on December 16, condemning the execution of #MajidRezaRahnavard, @4FreedominIran2 reports.  #MahsaAmini🌹https://t.co/NCAxzcmAA0",en,9,2022-12-18 10:02:16+00:00,
AliAliA21903900,"#IranRevolution2022  We honor the memory of brave Dr. #AidaRostami killed in revenge for treating wounded protesters.  Families &amp; friends of slain protesters Ali Ruzbahani, #MohsenShekari, Hessam Ferdowsi, Nima Nouri marked them, @Maryam_Rajavi.  #MahsaAmini🌹https://t.co/BQj9GYKod0",en,21,2022-12-18 10:02:11+00:00,"Lambeth, London"
saeed4_s,Iranian youth dies after being tortured by security forces https://t.co/6Ryn6YHnjn via @YouTube   #IranRevolution2022,en,19,2022-12-18 10:02:03+00:00,United Kingdom
Nasle_soukhte,"WLF@:  During October 2014 in Isfihan, some local members of Basij - #IRGC militia branch - started spraying acid on the girls not wearing full #hijab. Four lost sights and their faces. None of the attackers were arrested.    https://t.co/8GVQmjFMoX    #OpIran #IranRevolution2022 https://t.co/6r7D4mOiDt",en,13,2022-12-18 10:01:37+00:00,
Farideh2020,Fallen child heroes of the unfolding #IranRevolution2022.  They testified today and will continue to bear witness to mullahs irreconcilable schism with humanity and the need for democratic regime change in #Iran. @StateDept_NEA @VOAfarsi @SFRCdems https://t.co/mKVoAw4GlT,en,147,2022-12-18 10:01:33+00:00,
BistunIrani,"December 17 - Tehran, #Iran   Families of detained protesters gathered outside the regime's notorious Evin Prison demanding answers about their loved ones' conditions and whereabouts.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر https://t.co/63XlNrPOMF",en,55,2022-12-18 10:01:31+00:00,
BistunIrani,"December 17 - Tehran, #Iran   Darvazeh Dowlat Metro Station  Protesters chanting: ""Death to the dictator!""  #IranRevolution2022  https://t.co/zs6ZWsWgfH",en,58,2022-12-18 10:01:24+00:00,
arashcaviani,"Today, we also heard from the honorable @chavezlinda.  Applaud her longstanding support for #FreeIran &amp; @Maryam_Rajavi's 10-point plan for a free &amp; democratic Iranian republic.Her position has been proven valid by ongoing uprising in #Iran, #IranRevolution2022 @HouseForeignGOP https://t.co/clGHLL61Aq",en,91,2022-12-18 10:01:23+00:00,
MehrizadehB,"December 17 - Mahmoud Abad, north #Iran   Oil industry workers and employees on strike.  #IranRevolution2022  #اعتصابات_سراسری https://t.co/vLE2M6q1zR",en,48,2022-12-18 10:01:22+00:00,
roozbeh14_ao,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:00:31+00:00,
_mina_1991,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 10:00:06+00:00,
IranNewsUpdate1,#IranRevolution2022  The People’s Mojahedin Organization of Iran (PMOI/MEK) identified the names of 16 other martyrs of the Iranian people’s uprising on December 16.  #MahsaAmini🌹https://t.co/hV6LhB4V2U,en,9,2022-12-18 10:00:00+00:00,"Washington, DC"
LJazayeri,Fallen child heroes of the unfolding #IranRevolution2022.  They testified today and will continue to bear witness to mullahs irreconcilable schism with humanity and the need for democratic regime change in #Iran. @StateDept_NEA @VOAfarsi @SFRCdems https://t.co/mKVoAw4GlT,en,147,2022-12-18 09:59:49+00:00,London
talionshadow_,"Salah Alizadeh, 36, from Sardasht, was abducted by government forces on Tuesday, December 6, 2022.    His whereabouts and fate are unknown.    #JinaAmini  #Kurdistan  #IranRevolution2022 https://t.co/ZfLU2jbBFi",en,70,2022-12-18 09:59:14+00:00,
ebmazandarani1,"December 17 - Tehran, #Iran   Darvazeh Dowlat Metro Station  Protesters chanting: ""Death to the dictator!""  #IranRevolution2022  https://t.co/zs6ZWsWgfH",en,58,2022-12-18 09:59:10+00:00,
ebmazandarani1,"December 17 - Tehran, #Iran   Families of detained protesters gathered outside the regime's notorious Evin Prison demanding answers about their loved ones' conditions and whereabouts.  #IranRevolution2022  #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر https://t.co/63XlNrPOMF",en,55,2022-12-18 09:59:01+00:00,
Neginah20,"Unimaginable pain! The father of #FarzinMaroufi, 22 years old, killed by the Islamic Republic’s forces on Nov 30 in Tehran, grieves with a birthday cake in his hands, dancing for his young son. Heart-wrenching. #MahsaAmini #مهسا_امینی #IranRevolution2022 https://t.co/PYriZW3vSx",en,2355,2022-12-18 09:58:28+00:00,
EnttauschtOmid,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 09:58:10+00:00,Germany 
Elaheh_Horizon,"December 17 - Tehran, #Iran   Sarvazad district  Protesters chanting:   ""Basij, IRGC, you're our ISIS!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/4ROCA60Y8d",en,24,2022-12-18 09:58:03+00:00,United Kingdom
Elaheh_Horizon,"December 17 - Tehran, #Iran   Chitgar district  Locals continue anti-regime protests by chanting:   ""Death to the dictator!""  #IranRevolution2022  #آزادی_آزادی_آزادی   #مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر   https://t.co/fXmGrcdol3",en,28,2022-12-18 09:57:54+00:00,United Kingdom
Arku2719,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 09:57:54+00:00,
Louise_Hen,"I am the  French #godmother of #NastoohNIkkhah   He is one of 5 defendants in the case of the death of IRGC Arman Ali Verdi in Ektaban .He has not a fair trial , he may be executed anytime #SayTheirNames #AidaRostami #KianPirfalak #MohsenShekari #IranRevolution2022 https://t.co/XnGoQtcpzs",en,551,2022-12-18 09:57:50+00:00,UK 
